dataset,rank,rank_percentile,frequency,range
diginetica,38674,90.07966085903288,4,unpopular
diginetica,38675,90.0819901239169,4,unpopular
diginetica,38676,90.08431938880089,4,unpopular
diginetica,38677,90.0866486536849,4,unpopular
diginetica,38678,90.0889779185689,4,unpopular
diginetica,38679,90.0913071834529,4,unpopular
diginetica,38680,90.09363644833691,4,unpopular
diginetica,38681,90.0959657132209,4,unpopular
diginetica,38682,90.09829497810492,4,unpopular
diginetica,38683,90.10062424298891,4,unpopular
diginetica,38684,90.10295350787291,4,unpopular
diginetica,38685,90.10528277275692,4,unpopular
diginetica,38686,90.10761203764092,4,unpopular
diginetica,38687,90.10994130252492,4,unpopular
diginetica,38688,90.11227056740893,4,unpopular
diginetica,38689,90.11459983229292,4,unpopular
diginetica,38690,90.11692909717694,4,unpopular
diginetica,38691,90.11925836206093,4,unpopular
diginetica,38692,90.12158762694493,4,unpopular
diginetica,38693,90.12391689182894,4,unpopular
diginetica,38694,90.12624615671294,4,unpopular
diginetica,38695,90.12857542159695,4,unpopular
diginetica,38696,90.13090468648095,4,unpopular
diginetica,38697,90.13323395136494,4,unpopular
diginetica,38698,90.13556321624895,4,unpopular
diginetica,38699,90.13789248113295,4,unpopular
diginetica,38700,90.14022174601696,4,unpopular
diginetica,38701,90.14255101090096,4,unpopular
diginetica,38702,90.14488027578496,4,unpopular
diginetica,38703,90.14720954066897,4,unpopular
diginetica,38704,90.14953880555296,4,unpopular
diginetica,38705,90.15186807043698,4,unpopular
diginetica,38706,90.15419733532097,4,unpopular
diginetica,38707,90.15652660020497,4,unpopular
diginetica,38708,90.15885586508898,4,unpopular
diginetica,38709,90.16118512997298,4,unpopular
diginetica,38710,90.16351439485699,4,unpopular
diginetica,38711,90.16584365974099,4,unpopular
diginetica,38712,90.16817292462498,4,unpopular
diginetica,38713,90.170502189509,4,unpopular
diginetica,38714,90.17283145439299,4,unpopular
diginetica,38715,90.175160719277,4,unpopular
diginetica,38716,90.177489984161,4,unpopular
diginetica,38717,90.179819249045,4,unpopular
diginetica,38718,90.18214851392901,4,unpopular
diginetica,38719,90.184477778813,4,unpopular
diginetica,38720,90.18680704369702,4,unpopular
diginetica,38721,90.18913630858101,4,unpopular
diginetica,38722,90.19146557346501,4,unpopular
diginetica,38723,90.19379483834902,4,unpopular
diginetica,38724,90.19612410323302,4,unpopular
diginetica,38725,90.19845336811703,4,unpopular
diginetica,38726,90.20078263300103,4,unpopular
diginetica,38727,90.20311189788502,4,unpopular
diginetica,38728,90.20544116276903,4,unpopular
diginetica,38729,90.20777042765303,4,unpopular
diginetica,38730,90.21009969253704,4,unpopular
diginetica,38731,90.21242895742104,4,unpopular
diginetica,38732,90.21475822230504,4,unpopular
diginetica,38733,90.21708748718905,4,unpopular
diginetica,38734,90.21941675207304,4,unpopular
diginetica,38735,90.22174601695704,4,unpopular
diginetica,38736,90.22407528184105,4,unpopular
diginetica,38737,90.22640454672505,4,unpopular
diginetica,38738,90.22873381160906,4,unpopular
diginetica,38739,90.23106307649306,4,unpopular
diginetica,38740,90.23339234137705,4,unpopular
diginetica,38741,90.23572160626107,4,unpopular
diginetica,38742,90.23805087114506,4,unpopular
diginetica,38743,90.24038013602907,4,unpopular
diginetica,38744,90.24270940091307,4,unpopular
diginetica,38745,90.24503866579707,4,unpopular
diginetica,38746,90.24736793068108,4,unpopular
diginetica,38747,90.24969719556508,4,unpopular
diginetica,38748,90.25202646044909,4,unpopular
diginetica,38749,90.25435572533308,4,unpopular
diginetica,38750,90.25668499021708,4,unpopular
diginetica,38751,90.25901425510109,4,unpopular
diginetica,38752,90.26134351998509,4,unpopular
diginetica,38753,90.2636727848691,4,unpopular
diginetica,38754,90.2660020497531,4,unpopular
diginetica,38755,90.2683313146371,4,unpopular
diginetica,38756,90.2706605795211,4,unpopular
diginetica,38757,90.2729898444051,4,unpopular
diginetica,38758,90.27531910928911,4,unpopular
diginetica,38759,90.27764837417311,4,unpopular
diginetica,38760,90.27997763905711,4,unpopular
diginetica,38761,90.28230690394112,4,unpopular
diginetica,38762,90.28463616882512,4,unpopular
diginetica,38763,90.28696543370913,4,unpopular
diginetica,38764,90.28929469859312,4,unpopular
diginetica,38765,90.29162396347712,4,unpopular
diginetica,38766,90.29395322836113,4,unpopular
diginetica,38767,90.29628249324513,4,unpopular
diginetica,38768,90.29861175812914,4,unpopular
diginetica,38769,90.30094102301314,4,unpopular
diginetica,38770,90.30327028789713,4,unpopular
diginetica,38771,90.30559955278115,4,unpopular
diginetica,38772,90.30792881766514,4,unpopular
diginetica,38773,90.31025808254915,4,unpopular
diginetica,38774,90.31258734743315,4,unpopular
diginetica,38775,90.31491661231715,4,unpopular
diginetica,38776,90.31724587720116,4,unpopular
diginetica,38777,90.31957514208516,4,unpopular
diginetica,38778,90.32190440696915,4,unpopular
diginetica,38779,90.32423367185316,4,unpopular
diginetica,38780,90.32656293673716,4,unpopular
diginetica,38781,90.32889220162117,4,unpopular
diginetica,38782,90.33122146650517,4,unpopular
diginetica,38783,90.33355073138917,4,unpopular
diginetica,38784,90.33587999627318,4,unpopular
diginetica,38785,90.33820926115717,4,unpopular
diginetica,38786,90.34053852604119,4,unpopular
diginetica,38787,90.34286779092518,4,unpopular
diginetica,38788,90.34519705580918,4,unpopular
diginetica,38789,90.34752632069319,4,unpopular
diginetica,38790,90.34985558557719,4,unpopular
diginetica,38791,90.3521848504612,4,unpopular
diginetica,38792,90.3545141153452,4,unpopular
diginetica,38793,90.3568433802292,4,unpopular
diginetica,38794,90.3591726451132,4,unpopular
diginetica,38795,90.3615019099972,4,unpopular
diginetica,38796,90.36383117488121,4,unpopular
diginetica,38797,90.36616043976521,4,unpopular
diginetica,38798,90.3684897046492,4,unpopular
diginetica,38799,90.37081896953322,4,unpopular
diginetica,38800,90.37314823441722,4,unpopular
diginetica,38801,90.37547749930123,4,unpopular
diginetica,38802,90.37780676418522,4,unpopular
diginetica,38803,90.38013602906922,4,unpopular
diginetica,38804,90.38246529395323,4,unpopular
diginetica,38805,90.38479455883723,4,unpopular
diginetica,38806,90.38712382372124,4,unpopular
diginetica,38807,90.38945308860524,4,unpopular
diginetica,38808,90.39178235348923,4,unpopular
diginetica,38809,90.39411161837324,4,unpopular
diginetica,38810,90.39644088325724,4,unpopular
diginetica,38811,90.39877014814125,4,unpopular
diginetica,38812,90.40109941302525,4,unpopular
diginetica,38813,90.40342867790925,4,unpopular
diginetica,38814,90.40575794279326,4,unpopular
diginetica,38815,90.40808720767726,4,unpopular
diginetica,38816,90.41041647256127,4,unpopular
diginetica,38817,90.41274573744526,4,unpopular
diginetica,38818,90.41507500232926,4,unpopular
diginetica,38819,90.41740426721327,4,unpopular
diginetica,38820,90.41973353209727,4,unpopular
diginetica,38821,90.42206279698128,4,unpopular
diginetica,38822,90.42439206186528,4,unpopular
diginetica,38823,90.42672132674927,4,unpopular
diginetica,38824,90.42905059163328,4,unpopular
diginetica,38825,90.43137985651728,4,unpopular
diginetica,38826,90.43370912140128,4,unpopular
diginetica,38827,90.43603838628529,4,unpopular
diginetica,38828,90.43836765116929,4,unpopular
diginetica,38829,90.4406969160533,4,unpopular
diginetica,38830,90.4430261809373,4,unpopular
diginetica,38831,90.44535544582129,4,unpopular
diginetica,38832,90.4476847107053,4,unpopular
diginetica,38833,90.4500139755893,4,unpopular
diginetica,38834,90.45234324047331,4,unpopular
diginetica,38835,90.45467250535731,4,unpopular
diginetica,38836,90.4570017702413,4,unpopular
diginetica,38837,90.45933103512532,4,unpopular
diginetica,38838,90.46166030000931,4,unpopular
diginetica,38839,90.46398956489332,4,unpopular
diginetica,38840,90.46631882977732,4,unpopular
diginetica,38841,90.46864809466132,4,unpopular
diginetica,38842,90.47097735954533,4,unpopular
diginetica,38843,90.47330662442933,4,unpopular
diginetica,38844,90.47563588931334,4,unpopular
diginetica,38845,90.47796515419734,4,unpopular
diginetica,38846,90.48029441908133,4,unpopular
diginetica,38847,90.48262368396534,4,unpopular
diginetica,38848,90.48495294884934,4,unpopular
diginetica,38849,90.48728221373335,4,unpopular
diginetica,38850,90.48961147861735,4,unpopular
diginetica,38851,90.49194074350135,4,unpopular
diginetica,38852,90.49427000838536,4,unpopular
diginetica,38853,90.49659927326935,4,unpopular
diginetica,38854,90.49892853815336,4,unpopular
diginetica,38855,90.50125780303736,4,unpopular
diginetica,38856,90.50358706792136,4,unpopular
diginetica,38857,90.50591633280537,4,unpopular
diginetica,38858,90.50824559768937,4,unpopular
diginetica,38859,90.51057486257338,4,unpopular
diginetica,38860,90.51290412745738,4,unpopular
diginetica,38861,90.51523339234137,4,unpopular
diginetica,38862,90.51756265722538,4,unpopular
diginetica,38863,90.51989192210938,4,unpopular
diginetica,38864,90.52222118699339,4,unpopular
diginetica,38865,90.52455045187739,4,unpopular
diginetica,38866,90.52687971676139,4,unpopular
diginetica,38867,90.5292089816454,4,unpopular
diginetica,38868,90.5315382465294,4,unpopular
diginetica,38869,90.5338675114134,4,unpopular
diginetica,38870,90.5361967762974,4,unpopular
diginetica,38871,90.5385260411814,4,unpopular
diginetica,38872,90.54085530606541,4,unpopular
diginetica,38873,90.5431845709494,4,unpopular
diginetica,38874,90.5455138358334,4,unpopular
diginetica,38875,90.54784310071742,4,unpopular
diginetica,38876,90.55017236560141,4,unpopular
diginetica,38877,90.55250163048542,4,unpopular
diginetica,38878,90.55483089536942,4,unpopular
diginetica,38879,90.55716016025342,4,unpopular
diginetica,38880,90.55948942513743,4,unpopular
diginetica,38881,90.56181869002143,4,unpopular
diginetica,38882,90.56414795490544,4,unpopular
diginetica,38883,90.56647721978943,4,unpopular
diginetica,38884,90.56880648467343,4,unpopular
diginetica,38885,90.57113574955744,4,unpopular
diginetica,38886,90.57346501444144,4,unpopular
diginetica,38887,90.57579427932545,4,unpopular
diginetica,38888,90.57812354420945,4,unpopular
diginetica,38889,90.58045280909344,4,unpopular
diginetica,38890,90.58278207397746,4,unpopular
diginetica,38891,90.58511133886145,4,unpopular
diginetica,38892,90.58744060374546,4,unpopular
diginetica,38893,90.58976986862946,4,unpopular
diginetica,38894,90.59209913351346,4,unpopular
diginetica,38895,90.59442839839747,4,unpopular
diginetica,38896,90.59675766328147,4,unpopular
diginetica,38897,90.59908692816548,4,unpopular
diginetica,38898,90.60141619304947,4,unpopular
diginetica,38899,90.60374545793347,4,unpopular
diginetica,38900,90.60607472281748,4,unpopular
diginetica,38901,90.60840398770148,4,unpopular
diginetica,38902,90.61073325258549,4,unpopular
diginetica,38903,90.61306251746949,4,unpopular
diginetica,38904,90.61539178235348,4,unpopular
diginetica,38905,90.6177210472375,4,unpopular
diginetica,38906,90.62005031212149,4,unpopular
diginetica,38907,90.6223795770055,4,unpopular
diginetica,38908,90.6247088418895,4,unpopular
diginetica,38909,90.6270381067735,4,unpopular
diginetica,38910,90.62936737165751,4,unpopular
diginetica,38911,90.6316966365415,4,unpopular
diginetica,38912,90.63402590142552,4,unpopular
diginetica,38913,90.63635516630951,4,unpopular
diginetica,38914,90.63868443119351,4,unpopular
diginetica,38915,90.64101369607752,4,unpopular
diginetica,38916,90.64334296096152,4,unpopular
diginetica,38917,90.64567222584553,4,unpopular
diginetica,38918,90.64800149072953,4,unpopular
diginetica,38919,90.65033075561352,4,unpopular
diginetica,38920,90.65266002049754,4,unpopular
diginetica,38921,90.65498928538153,4,unpopular
diginetica,38922,90.65731855026553,4,unpopular
diginetica,38923,90.65964781514954,4,unpopular
diginetica,38924,90.66197708003354,4,unpopular
diginetica,38925,90.66430634491755,4,unpopular
diginetica,38926,90.66663560980155,4,unpopular
diginetica,38927,90.66896487468554,4,unpopular
diginetica,38928,90.67129413956955,4,unpopular
diginetica,38929,90.67362340445355,4,unpopular
diginetica,38930,90.67595266933756,4,unpopular
diginetica,38931,90.67828193422156,4,unpopular
diginetica,38932,90.68061119910556,4,unpopular
diginetica,38933,90.68294046398957,4,unpopular
diginetica,38934,90.68526972887356,4,unpopular
diginetica,38935,90.68759899375758,4,unpopular
diginetica,38936,90.68992825864157,4,unpopular
diginetica,38937,90.69225752352557,4,unpopular
diginetica,38938,90.69458678840958,4,unpopular
diginetica,38939,90.69691605329358,4,unpopular
diginetica,38940,90.69924531817759,4,unpopular
diginetica,38941,90.70157458306159,4,unpopular
diginetica,38942,90.70390384794558,4,unpopular
diginetica,38943,90.7062331128296,4,unpopular
diginetica,38944,90.70856237771359,4,unpopular
diginetica,38945,90.7108916425976,4,unpopular
diginetica,38946,90.7132209074816,4,unpopular
diginetica,38947,90.7155501723656,4,unpopular
diginetica,38948,90.71787943724961,4,unpopular
diginetica,38949,90.7202087021336,4,unpopular
diginetica,38950,90.72253796701762,4,unpopular
diginetica,38951,90.72486723190161,4,unpopular
diginetica,38952,90.72719649678561,4,unpopular
diginetica,38953,90.72952576166962,4,unpopular
diginetica,38954,90.73185502655362,4,unpopular
diginetica,38955,90.73418429143763,4,unpopular
diginetica,38956,90.73651355632163,4,unpopular
diginetica,38957,90.73884282120562,4,unpopular
diginetica,38958,90.74117208608963,4,unpopular
diginetica,38959,90.74350135097363,4,unpopular
diginetica,38960,90.74583061585764,4,unpopular
diginetica,38961,90.74815988074164,4,unpopular
diginetica,38962,90.75048914562564,4,unpopular
diginetica,38963,90.75281841050965,4,unpopular
diginetica,38964,90.75514767539364,4,unpopular
diginetica,38965,90.75747694027766,4,unpopular
diginetica,38966,90.75980620516165,4,unpopular
diginetica,38967,90.76213547004565,4,unpopular
diginetica,38968,90.76446473492966,4,unpopular
diginetica,38969,90.76679399981366,4,unpopular
diginetica,38970,90.76912326469765,4,unpopular
diginetica,38971,90.77145252958167,4,unpopular
diginetica,38972,90.77378179446566,4,unpopular
diginetica,38973,90.77611105934967,4,unpopular
diginetica,38974,90.77844032423367,4,unpopular
diginetica,38975,90.78076958911767,4,unpopular
diginetica,38976,90.78309885400168,4,unpopular
diginetica,38977,90.78542811888568,4,unpopular
diginetica,38978,90.78775738376969,4,unpopular
diginetica,38979,90.79008664865368,4,unpopular
diginetica,38980,90.79241591353768,4,unpopular
diginetica,38981,90.79474517842169,4,unpopular
diginetica,38982,90.79707444330569,4,unpopular
diginetica,38983,90.7994037081897,4,unpopular
diginetica,38984,90.8017329730737,4,unpopular
diginetica,38985,90.8040622379577,4,unpopular
diginetica,38986,90.8063915028417,4,unpopular
diginetica,38987,90.8087207677257,4,unpopular
diginetica,38988,90.81105003260971,4,unpopular
diginetica,38989,90.81337929749371,4,unpopular
diginetica,38990,90.81570856237771,4,unpopular
diginetica,38991,90.81803782726172,4,unpopular
diginetica,38992,90.82036709214572,4,unpopular
diginetica,38993,90.82269635702973,4,unpopular
diginetica,38994,90.82502562191372,4,unpopular
diginetica,38995,90.82735488679772,4,unpopular
diginetica,38996,90.82968415168173,4,unpopular
diginetica,38997,90.83201341656573,4,unpopular
diginetica,38998,90.83434268144974,4,unpopular
diginetica,38999,90.83667194633374,4,unpopular
diginetica,39000,90.83900121121773,4,unpopular
diginetica,39001,90.84133047610175,4,unpopular
diginetica,39002,90.84365974098574,4,unpopular
diginetica,39003,90.84598900586975,4,unpopular
diginetica,39004,90.84831827075375,4,unpopular
diginetica,39005,90.85064753563775,4,unpopular
diginetica,39006,90.85297680052176,4,unpopular
diginetica,39007,90.85530606540576,4,unpopular
diginetica,39008,90.85763533028977,4,unpopular
diginetica,39009,90.85996459517376,4,unpopular
diginetica,39010,90.86229386005776,4,unpopular
diginetica,39011,90.86462312494177,4,unpopular
diginetica,39012,90.86695238982577,4,unpopular
diginetica,39013,90.86928165470978,4,unpopular
diginetica,39014,90.87161091959378,4,unpopular
diginetica,39015,90.87394018447777,4,unpopular
diginetica,39016,90.87626944936179,4,unpopular
diginetica,39017,90.87859871424578,4,unpopular
diginetica,39018,90.88092797912978,4,unpopular
diginetica,39019,90.88325724401379,4,unpopular
diginetica,39020,90.88558650889779,4,unpopular
diginetica,39021,90.8879157737818,4,unpopular
diginetica,39022,90.8902450386658,4,unpopular
diginetica,39023,90.8925743035498,4,unpopular
diginetica,39024,90.8949035684338,4,unpopular
diginetica,39025,90.8972328333178,4,unpopular
diginetica,39026,90.89956209820181,4,unpopular
diginetica,39027,90.90189136308581,4,unpopular
diginetica,39028,90.9042206279698,4,unpopular
diginetica,39029,90.90654989285382,4,unpopular
diginetica,39030,90.90887915773781,4,unpopular
diginetica,39031,90.91120842262183,4,unpopular
diginetica,39032,90.91353768750582,4,unpopular
diginetica,39033,90.91586695238982,4,unpopular
diginetica,39034,90.91819621727383,4,unpopular
diginetica,39035,90.92052548215783,4,unpopular
diginetica,39036,90.92285474704184,4,unpopular
diginetica,39037,90.92518401192584,4,unpopular
diginetica,39038,90.92751327680983,4,unpopular
diginetica,39039,90.92984254169384,4,unpopular
diginetica,39040,90.93217180657784,4,unpopular
diginetica,39041,90.93450107146185,4,unpopular
diginetica,39042,90.93683033634585,4,unpopular
diginetica,39043,90.93915960122985,4,unpopular
diginetica,39044,90.94148886611386,4,unpopular
diginetica,39045,90.94381813099785,4,unpopular
diginetica,39046,90.94614739588187,4,unpopular
diginetica,39047,90.94847666076586,4,unpopular
diginetica,39048,90.95080592564986,4,unpopular
diginetica,39049,90.95313519053387,4,unpopular
diginetica,39050,90.95546445541787,4,unpopular
diginetica,39051,90.95779372030188,4,unpopular
diginetica,39052,90.96012298518588,4,unpopular
diginetica,39053,90.96245225006987,4,unpopular
diginetica,39054,90.96478151495388,4,unpopular
diginetica,39055,90.96711077983788,4,unpopular
diginetica,39056,90.96944004472189,4,unpopular
diginetica,39057,90.97176930960589,4,unpopular
diginetica,39058,90.97409857448989,4,unpopular
diginetica,39059,90.9764278393739,4,unpopular
diginetica,39060,90.9787571042579,4,unpopular
diginetica,39061,90.9810863691419,4,unpopular
diginetica,39062,90.9834156340259,4,unpopular
diginetica,39063,90.9857448989099,4,unpopular
diginetica,39064,90.98807416379391,4,unpopular
diginetica,39065,90.99040342867791,4,unpopular
diginetica,39066,90.9927326935619,4,unpopular
diginetica,39067,90.99506195844592,4,unpopular
diginetica,39068,90.99739122332991,4,unpopular
diginetica,39069,90.99972048821392,4,unpopular
diginetica,39070,91.00204975309792,4,unpopular
diginetica,39071,91.00437901798192,4,unpopular
diginetica,39072,91.00670828286593,4,unpopular
diginetica,39073,91.00903754774993,4,unpopular
diginetica,39074,91.01136681263394,4,unpopular
diginetica,39075,91.01369607751793,4,unpopular
diginetica,39076,91.01602534240193,4,unpopular
diginetica,39077,91.01835460728594,4,unpopular
diginetica,39078,91.02068387216994,4,unpopular
diginetica,39079,91.02301313705395,4,unpopular
diginetica,39080,91.02534240193795,4,unpopular
diginetica,39081,91.02767166682194,4,unpopular
diginetica,39082,91.03000093170596,4,unpopular
diginetica,39083,91.03233019658995,4,unpopular
diginetica,39084,91.03465946147396,4,unpopular
diginetica,39085,91.03698872635796,4,unpopular
diginetica,39086,91.03931799124196,4,unpopular
diginetica,39087,91.04164725612597,4,unpopular
diginetica,39088,91.04397652100997,4,unpopular
diginetica,39089,91.04630578589398,4,unpopular
diginetica,39090,91.04863505077797,4,unpopular
diginetica,39091,91.05096431566197,4,unpopular
diginetica,39092,91.05329358054598,4,unpopular
diginetica,39093,91.05562284542998,4,unpopular
diginetica,39094,91.05795211031399,4,unpopular
diginetica,39095,91.06028137519799,4,unpopular
diginetica,39096,91.06261064008199,4,unpopular
diginetica,39097,91.064939904966,4,unpopular
diginetica,39098,91.06726916985,4,unpopular
diginetica,39099,91.069598434734,4,unpopular
diginetica,39100,91.071927699618,4,unpopular
diginetica,39101,91.074256964502,4,unpopular
diginetica,39102,91.07658622938601,4,unpopular
diginetica,39103,91.07891549427,4,unpopular
diginetica,39104,91.08124475915402,4,unpopular
diginetica,39105,91.08357402403801,4,unpopular
diginetica,39106,91.08590328892201,4,unpopular
diginetica,39107,91.08823255380602,4,unpopular
diginetica,39108,91.09056181869002,4,unpopular
diginetica,39109,91.09289108357403,4,unpopular
diginetica,39110,91.09522034845803,4,unpopular
diginetica,39111,91.09754961334203,4,unpopular
diginetica,39112,91.09987887822604,4,unpopular
diginetica,39113,91.10220814311003,4,unpopular
diginetica,39114,91.10453740799403,4,unpopular
diginetica,39115,91.10686667287804,4,unpopular
diginetica,39116,91.10919593776204,4,unpopular
diginetica,39117,91.11152520264605,4,unpopular
diginetica,39118,91.11385446753005,4,unpopular
diginetica,39119,91.11618373241404,4,unpopular
diginetica,39120,91.11851299729805,4,unpopular
diginetica,39121,91.12084226218205,4,unpopular
diginetica,39122,91.12317152706606,4,unpopular
diginetica,39123,91.12550079195006,4,unpopular
diginetica,39124,91.12783005683406,4,unpopular
diginetica,39125,91.13015932171807,4,unpopular
diginetica,39126,91.13248858660207,4,unpopular
diginetica,39127,91.13481785148608,4,unpopular
diginetica,39128,91.13714711637007,4,unpopular
diginetica,39129,91.13947638125407,4,unpopular
diginetica,39130,91.14180564613808,4,unpopular
diginetica,39131,91.14413491102208,4,unpopular
diginetica,39132,91.14646417590609,4,unpopular
diginetica,39133,91.14879344079009,4,unpopular
diginetica,39134,91.15112270567408,4,unpopular
diginetica,39135,91.1534519705581,4,unpopular
diginetica,39136,91.15578123544209,4,unpopular
diginetica,39137,91.1581105003261,4,unpopular
diginetica,39138,91.1604397652101,4,unpopular
diginetica,39139,91.1627690300941,4,unpopular
diginetica,39140,91.16509829497811,4,unpopular
diginetica,39141,91.1674275598621,4,unpopular
diginetica,39142,91.16975682474612,4,unpopular
diginetica,39143,91.17208608963011,4,unpopular
diginetica,39144,91.17441535451411,4,unpopular
diginetica,39145,91.17674461939812,4,unpopular
diginetica,39146,91.17907388428212,4,unpopular
diginetica,39147,91.18140314916613,4,unpopular
diginetica,39148,91.18373241405013,4,unpopular
diginetica,39149,91.18606167893412,4,unpopular
diginetica,39150,91.18839094381813,4,unpopular
diginetica,39151,91.19072020870213,4,unpopular
diginetica,39152,91.19304947358614,4,unpopular
diginetica,39153,91.19537873847014,4,unpopular
diginetica,39154,91.19770800335414,4,unpopular
diginetica,39155,91.20003726823815,4,unpopular
diginetica,39156,91.20236653312215,4,unpopular
diginetica,39157,91.20469579800616,4,unpopular
diginetica,39158,91.20702506289015,4,unpopular
diginetica,39159,91.20935432777415,4,unpopular
diginetica,39160,91.21168359265816,4,unpopular
diginetica,39161,91.21401285754216,4,unpopular
diginetica,39162,91.21634212242616,4,unpopular
diginetica,39163,91.21867138731017,4,unpopular
diginetica,39164,91.22100065219416,4,unpopular
diginetica,39165,91.22332991707817,4,unpopular
diginetica,39166,91.22565918196217,4,unpopular
diginetica,39167,91.22798844684617,4,unpopular
diginetica,39168,91.23031771173018,4,unpopular
diginetica,39169,91.23264697661418,4,unpopular
diginetica,39170,91.23497624149819,4,unpopular
diginetica,39171,91.23730550638219,4,unpopular
diginetica,39172,91.23963477126618,4,unpopular
diginetica,39173,91.2419640361502,4,unpopular
diginetica,39174,91.24429330103419,4,unpopular
diginetica,39175,91.2466225659182,4,unpopular
diginetica,39176,91.2489518308022,4,unpopular
diginetica,39177,91.2512810956862,4,unpopular
diginetica,39178,91.2536103605702,4,unpopular
diginetica,39179,91.2559396254542,4,unpopular
diginetica,39180,91.25826889033821,4,unpopular
diginetica,39181,91.26059815522221,4,unpopular
diginetica,39182,91.26292742010621,4,unpopular
diginetica,39183,91.26525668499022,4,unpopular
diginetica,39184,91.26758594987422,4,unpopular
diginetica,39185,91.26991521475823,4,unpopular
diginetica,39186,91.27224447964223,4,unpopular
diginetica,39187,91.27457374452622,4,unpopular
diginetica,39188,91.27690300941023,4,unpopular
diginetica,39189,91.27923227429423,4,unpopular
diginetica,39190,91.28156153917824,4,unpopular
diginetica,39191,91.28389080406224,4,unpopular
diginetica,39192,91.28622006894624,4,unpopular
diginetica,39193,91.28854933383025,4,unpopular
diginetica,39194,91.29087859871424,4,unpopular
diginetica,39195,91.29320786359825,4,unpopular
diginetica,39196,91.29553712848225,4,unpopular
diginetica,39197,91.29786639336625,4,unpopular
diginetica,39198,91.30019565825026,4,unpopular
diginetica,39199,91.30252492313426,4,unpopular
diginetica,39200,91.30485418801827,4,unpopular
diginetica,39201,91.30718345290227,4,unpopular
diginetica,39202,91.30951271778626,4,unpopular
diginetica,39203,91.31184198267027,4,unpopular
diginetica,39204,91.31417124755427,4,unpopular
diginetica,39205,91.31650051243827,4,unpopular
diginetica,39206,91.31882977732228,4,unpopular
diginetica,39207,91.32115904220628,4,unpopular
diginetica,39208,91.32348830709029,4,unpopular
diginetica,39209,91.32581757197428,4,unpopular
diginetica,39210,91.32814683685828,4,unpopular
diginetica,39211,91.33047610174229,4,unpopular
diginetica,39212,91.33280536662629,4,unpopular
diginetica,39213,91.3351346315103,4,unpopular
diginetica,39214,91.3374638963943,4,unpopular
diginetica,39215,91.3397931612783,4,unpopular
diginetica,39216,91.3421224261623,4,unpopular
diginetica,39217,91.3444516910463,4,unpopular
diginetica,39218,91.34678095593031,4,unpopular
diginetica,39219,91.34911022081431,4,unpopular
diginetica,39220,91.35143948569831,4,unpopular
diginetica,39221,91.35376875058232,4,unpopular
diginetica,39222,91.35609801546632,4,unpopular
diginetica,39223,91.35842728035033,4,unpopular
diginetica,39224,91.36075654523432,4,unpopular
diginetica,39225,91.36308581011832,4,unpopular
diginetica,39226,91.36541507500233,4,unpopular
diginetica,39227,91.36774433988633,4,unpopular
diginetica,39228,91.37007360477034,4,unpopular
diginetica,39229,91.37240286965434,4,unpopular
diginetica,39230,91.37473213453833,4,unpopular
diginetica,39231,91.37706139942235,4,unpopular
diginetica,39232,91.37939066430634,4,unpopular
diginetica,39233,91.38171992919035,4,unpopular
diginetica,39234,91.38404919407435,4,unpopular
diginetica,39235,91.38637845895835,4,unpopular
diginetica,39236,91.38870772384236,4,unpopular
diginetica,39237,91.39103698872636,4,unpopular
diginetica,39238,91.39336625361037,4,unpopular
diginetica,39239,91.39569551849436,4,unpopular
diginetica,39240,91.39802478337836,4,unpopular
diginetica,39241,91.40035404826237,4,unpopular
diginetica,39242,91.40268331314637,4,unpopular
diginetica,39243,91.40501257803038,4,unpopular
diginetica,39244,91.40734184291438,4,unpopular
diginetica,39245,91.40967110779837,4,unpopular
diginetica,39246,91.41200037268239,4,unpopular
diginetica,39247,91.41432963756638,4,unpopular
diginetica,39248,91.4166589024504,4,unpopular
diginetica,39249,91.41898816733439,4,unpopular
diginetica,39250,91.42131743221839,4,unpopular
diginetica,39251,91.4236466971024,4,unpopular
diginetica,39252,91.4259759619864,4,unpopular
diginetica,39253,91.42830522687039,4,unpopular
diginetica,39254,91.4306344917544,4,unpopular
diginetica,39255,91.4329637566384,4,unpopular
diginetica,39256,91.43529302152241,4,unpopular
diginetica,39257,91.43762228640641,4,unpopular
diginetica,39258,91.4399515512904,4,unpopular
diginetica,39259,91.44228081617442,4,unpopular
diginetica,39260,91.44461008105841,4,unpopular
diginetica,39261,91.44693934594243,4,unpopular
diginetica,39262,91.44926861082642,4,unpopular
diginetica,39263,91.45159787571042,4,unpopular
diginetica,39264,91.45392714059443,4,unpopular
diginetica,39265,91.45625640547843,4,unpopular
diginetica,39266,91.45858567036244,4,unpopular
diginetica,39267,91.46091493524644,4,unpopular
diginetica,39268,91.46324420013043,4,unpopular
diginetica,39269,91.46557346501444,4,unpopular
diginetica,39270,91.46790272989844,4,unpopular
diginetica,39271,91.47023199478245,4,unpopular
diginetica,39272,91.47256125966645,4,unpopular
diginetica,39273,91.47489052455045,4,unpopular
diginetica,39274,91.47721978943446,4,unpopular
diginetica,39275,91.47954905431845,4,unpopular
diginetica,39276,91.48187831920247,4,unpopular
diginetica,39277,91.48420758408646,4,unpopular
diginetica,39278,91.48653684897046,4,unpopular
diginetica,39279,91.48886611385447,4,unpopular
diginetica,39280,91.49119537873847,4,unpopular
diginetica,39281,91.49352464362248,4,unpopular
